1006870167-2d0d4 | http://is13.auto.ru/all/images/26/90/60x45/26908ec0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 345 000 |  2012  |  25 600 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1006523037-38a2dd | http://is14.auto.ru/all/images/74/d2/60x45/74d237fb.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 312 000 |  2013  |  12 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Набережные Челны | 10.01.15
48757682-d28f0 | http://is18.auto.ru/all/images/20/39/60x45/203915df.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 150 000 |  1998  |  98 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 10.01.15
1006522259-73bc77 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 140 000 |  2004  |  73 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Череповец | 10.01.15
1006522441-0a823 | http://is15.auto.ru/all/images/a8/6a/60x45/a86a9a62.jpg |  ВАЗ 2121 (4x4) 21218i1.7 MT (79 л.с.) 4WD  | #000000 | 275 000 |  2008  |  80 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Унеча | 10.01.15
1006521025-9c177 | http://is5.auto.ru/all/images/aa/f9/60x45/aaf948a7.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 165 000 |  2005  |  136 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Видное | 10.01.15
1006521239-6a50 | http://is16.auto.ru/all/images/aa/36/60x45/aa369d07.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 200 000 |  2001  |  80 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 10.01.15
1006265641-d0d6d4 | http://is6.auto.ru/all/images/ba/77/60x45/ba770613.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 135 000 |  1999  |  148 500 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Карачев | 10.01.15
1006520215-9ed0b | http://is11.auto.ru/all/images/03/ac/60x45/03ac275e.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 120 000 |  1986  |  65 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Изобильный | 10.01.15
1006517899-0e247 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 320 000 |  2013  |  20 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кострома | 10.01.15
1005920597-eb33a | http://is18.auto.ru/all/images/0e/e7/60x45/0ee7eada.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 393 000 |  2013  |  34 250 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Мичуринск | 10.01.15
1006516641-991a | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 100 000 |  1999  |  90 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Борисоглебск | 10.01.15
1006514229-1eea | http://is11.auto.ru/all/images/90/21/60x45/9021fbb6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 160 000 |  2006  |  100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 10.01.15
1006514163-3ed7 | http://is7.auto.ru/all/images/be/02/60x45/be02e181.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 280 000 |  2011  |  65 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 10.01.15
1006514791-0319 | http://is8.auto.ru/all/images/77/89/60x45/778997d3.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 250 000 |  2009  |  35 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Клинцы | 10.01.15
43212158-0f5d3e | http://is5.auto.ru/all/images/41/70/60x45/41707446.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 160 000 |  2004  |  55 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 10.01.15
1006412027-29e5 | http://is18.auto.ru/all/images/9d/cb/60x45/9dcbb4cd.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 395 000 |  2014  |  17 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 10.01.15
1006411867-af84d4 | http://is17.auto.ru/all/images/62/f9/60x45/62f99bf6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 395 000 |  2014  |  17 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 10.01.15
1006469265-6e9b07 | http://is14.auto.ru/all/images/64/d8/60x45/64d8f1a5.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 390 000 |  2013  |  30 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Серпухов | 10.01.15
1006512403-a861c | http://is2.auto.ru/all/images/cb/c2/60x45/cbc2989e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 135 000 |  1997  |  16 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 10.01.15
1006511633-3da91 | http://is18.auto.ru/all/images/08/2c/60x45/082cdbb3.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 495 000 |  2010  |  26 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тюмень | 10.01.15
1006511775-d99f | http://is8.auto.ru/all/images/13/25/60x45/13251d52.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 155 000 |  2005  |  98 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 10.01.15
1005924919-e443 | http://is7.auto.ru/all/images/ed/84/60x45/ed848a43.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 193 000 |  2008  |  65 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 10.01.15
49614112-f92fa | http://is8.auto.ru/all/images/0f/52/60x45/0f5212a9.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #ffefd5 | 89 000 |  1998  |  86 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 10.01.15
1006268271-27fb | http://is7.auto.ru/all/images/a6/4e/60x45/a64edd7b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 190 000 |  2006  |  78 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 10.01.15
1006510417-23c362 | http://is3.auto.ru/all/images/6b/7b/60x45/6b7bc23f.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 495 000 |  2010  |  26 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тюмень | 10.01.15
34134038-c51ac6 | http://is6.auto.ru/all/images/14/ce/60x45/14cefc65.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #9966CC | 150 000 |  2002  |  115 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Узловая | 10.01.15
1001901727-285d9 | http://is5.auto.ru/all/images/cf/d3/60x45/cfd31073.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 95 000 |  2001  |  160 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 10.01.15
1006471099-1bb40c | http://is18.auto.ru/all/images/79/95/60x45/7995bdba.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 350 000 |  2012  |  50 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Челябинск | 09.01.15
1006214581-befb | http://is11.auto.ru/all/images/aa/1a/60x45/aa1a8675.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 149 000 |  2004  |  100 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Орехово-Зуево | 09.01.15
1006469813-6d0ea4 | http://is6.auto.ru/all/images/fd/f3/60x45/fdf3f700.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 150 000 |  2002  |  139 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Зимовники | 09.01.15
1001720771-58d5 | http://is12.auto.ru/all/images/1a/01/60x45/1a014ac6.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9c9999 | 125 000 |  1996  |  50 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Белгород | 09.01.15
50329926-605e23 | http://is12.auto.ru/all/images/0b/97/60x45/0b974aec.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 120 000 |  1989  |  40 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Подольск | 09.01.15
18500724-71b4 | http://is8.auto.ru/all/images/84/aa/60x45/84aa72db.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 170 000 |  2001  |  65 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 09.01.15
1006467799-cc3f | http://is4.auto.ru/all/images/0f/5a/60x45/0f5a90cf.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #0000FF | 135 000 |  2000  |  109 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Кинешма | 09.01.15
1004707983-45203f | http://is6.auto.ru/all/images/70/69/60x45/70691cd7.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #34ba2b | 100 000 |  1996  |  10 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Ермолино | 09.01.15
1002363443-eecb8 | http://is6.auto.ru/all/images/a2/6f/60x45/a26faa55.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 230 000 |  1998  |  68 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 09.01.15
1006463517-88016 | http://is1.auto.ru/all/images/e9/1f/60x45/e91f694f.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #9966CC | 185 000 |  2000  |  75 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 09.01.15
1006463215-08134 | http://is1.auto.ru/all/images/de/70/60x45/de705203.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 110 000 |  2002  |  89 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 09.01.15
48041824-13b7b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 23 000 |  1989  |  15 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Чехов | 09.01.15
1006461705-25a7dc | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 256 000 |  2010  |  73 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 09.01.15
1006155901-ec36 | http://is6.auto.ru/all/images/93/5e/60x45/935ec09c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 225 000 |  2008  |  65 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 09.01.15
1006320217-22e0 | http://is5.auto.ru/all/images/e3/c4/60x45/e3c418d0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 355 000 |  2011  |  28 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 09.01.15
1006461309-b6685 | http://is6.auto.ru/all/images/cd/ce/60x45/cdce9b16.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 120 000 |  1997  |  8 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Шарыпово | 09.01.15
1003556250-db5e | http://is18.auto.ru/all/images/a6/64/60x45/a664b34f.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 55 000 |  1999  |  80 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Талдом | 09.01.15
1005734919-31cee6 | http://is2.auto.ru/all/images/c8/69/60x45/c8696421.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 145 000 |  2003  |  2 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Нижнекамск | 09.01.15
1006419657-2d5c | http://is9.auto.ru/all/images/a3/e7/60x45/a3e7c944.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 160 000 |  2003  |  78 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 08.01.15
1006419889-1c7cd6 | http://is18.auto.ru/all/images/8a/43/60x45/8a43f8c0.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 80 000 |  1997  |  50 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Липецк | 08.01.15
1006418775-2410 | http://is2.auto.ru/all/images/20/eb/60x45/20ebfc1f.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 205 000 |  2005  |  38 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 08.01.15
1006418851-bca1 | http://is12.auto.ru/all/images/87/db/60x45/87db8b6b.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #ffefd5 | 80 000 |  1988  |  78 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 08.01.15
1006417743-e98e | http://is18.auto.ru/all/images/a7/21/60x45/a7212055.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 399 999 |  2013  |  3 700 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Уварово | 08.01.15
1006416895-19024 | http://is15.auto.ru/all/images/e5/d1/60x45/e5d1951f.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FF0000 | 90 000 |  1988  |  49 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 08.01.15
1006417033-b37ff | http://is3.auto.ru/all/images/25/6c/60x45/256ca300.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 170 000 |  2005  |  80 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Череповец | 08.01.15
44671132-1d984b | http://is8.auto.ru/all/images/20/03/60x45/20033749.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 523 200 |  2013  |  51 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Щелково | 08.01.15
1006415953-8a97 | http://is2.auto.ru/all/images/3c/53/60x45/3c534351.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FFFFFF | 87 000 |  1998  |  180 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Луга | 08.01.15
1004495489-f202 | http://is14.auto.ru/all/images/13/f7/60x45/13f71510.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 150 000 |  1999  |  105 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тамбов | 08.01.15
1006414437-d5fc65 | http://is8.auto.ru/all/images/d7/b6/60x45/d7b6c39e.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #0000FF | 80 000 |  1990  |  100 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Кемерово | 08.01.15
1003116822-cf30 | http://is11.auto.ru/all/images/bf/22/60x45/bf22718b.jpg |  ВАЗ 2121 (4x4) 212181.7 MT (79 л.с.) 4WD  | #FFFFFF | 300 000 |  2002  |  45 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 08.01.15
1002113981-9d9d0 | http://is4.auto.ru/all/images/bf/de/60x45/bfdecd2d.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 130 000 |  1996  |  150 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 08.01.15
1006412829-dddb0 | http://is5.auto.ru/all/images/d0/50/60x45/d050d923.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 100 000 |  1998  |  170 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 08.01.15
48835520-6167 | http://is14.auto.ru/all/images/f9/44/60x45/f9446b3a.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #9966CC | 90 000 |  2001  |  79 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Луза | 08.01.15
1006410901-29821c | http://is14.auto.ru/all/images/74/70/60x45/7470b52d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 160 000 |  2003  |  55 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Щекино | 08.01.15
41769096-d08c98 | http://is9.auto.ru/all/images/7e/a3/60x45/7ea34dcc.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 75 000 |  1995  |  85 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 08.01.15
1006410063-38a60c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 310 000 |  2012  |  64 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Энгельс | 08.01.15
1006368805-85a0 | http://is7.auto.ru/all/images/d0/57/60x45/d057fa6d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 318 999 |  2011  |  40 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 07.01.15
1006367743-8bf9b | http://is9.auto.ru/all/images/8b/76/60x45/8b764516.jpg |  ВАЗ 2121 (4x4)1.6 MT (85 л.с.) 4WD  | #000000 | 150 000 |  1990  |  200 км  |  1.6 MT (85 л.с.) 4WDвнедорожник, бензин / газ, полный  | Челябинск | 07.01.15
1006365215-7f2a09 | http://is17.auto.ru/all/images/46/4f/60x45/464ffcaa.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 350 000 |  2010  |  65 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Курагино | 07.01.15
1006365427-675bf | http://is17.auto.ru/all/images/d3/83/60x45/d383d039.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 330 000 |  2013  |  59 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Сочи | 07.01.15
1006364435-14f21b | http://is14.auto.ru/all/images/9e/f4/60x45/9ef48127.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 85 000 |  1997  |  117 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Терновка | 07.01.15
1006361501-b3279 | http://is5.auto.ru/all/images/a8/17/60x45/a8170ff5.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 65 000 |  1998  |  110 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 07.01.15
1006364437-8380cc | http://is4.auto.ru/all/images/72/6f/60x45/726faf31.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FF0000 | 140 000 |  2002  |  115 240 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Рогнедино | 07.01.15
1006363651-9d74a | http://is6.auto.ru/all/images/33/f1/60x45/33f1241e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 260 000 |  2011  |  31 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Коломна | 07.01.15
50133468-61023d | http://is3.auto.ru/all/images/35/22/60x45/3522219a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 150 000 |  2005  |  99 999 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 07.01.15
1006360363-bdecd | http://is11.auto.ru/all/images/fa/d5/60x45/fad54da4.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 270 000 |  2009  |  34 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Киреевск | 07.01.15
1006360171-50b432 | http://is18.auto.ru/all/images/48/f3/60x45/48f37f0b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 240 000 |  2010  |  77 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Сатка | 07.01.15
1006359315-370f | http://is16.auto.ru/all/images/aa/5d/60x45/aa5db5e6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 450 000 |  2009  |  15 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Ессентуки | 07.01.15
50183046-00d0ba | http://is9.auto.ru/all/images/aa/2b/60x45/aa2b2290.jpg |  ВАЗ 2121 (4x4)1.8 MT (150 л.с.) 4WD  | #fde910 | 500 000 |  1985  |  2 000 км  |  1.8 MT (150 л.с.) 4WDвнедорожник, бензин, полный  | Тольятти | 07.01.15
1006322307-0b3d | http://is13.auto.ru/all/images/05/c8/60x45/05c8587a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 80 000 |  1996  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 07.01.15
1006318279-d754 | http://is18.auto.ru/all/images/74/97/60x45/749778f4.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 119 000 |  2000  |  130 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ступино | 06.01.15
1006318541-0c686 | http://is13.auto.ru/all/images/91/c8/60x45/91c80c00.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 160 000 |  2004  |  170 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кантемировка | 06.01.15
1006317759-afee | http://is6.auto.ru/all/images/cb/18/60x45/cb1863d5.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 110 000 |  1998  |  220 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вышний Волочек | 06.01.15
1006317379-e42e | http://is17.auto.ru/all/images/66/f7/60x45/66f71acc.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 450 000 |  2014  |  19 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Волгоград | 06.01.15
1005586347-4cb8 | http://is18.auto.ru/all/images/bf/84/60x45/bf846190.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 270 000 |  2011  |  58 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Сочи | 06.01.15
1006317231-1308 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 340 000 |  2012  |  39 550 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Буденновск | 06.01.15
1006311203-caff5c | http://is8.auto.ru/all/images/2f/b0/60x45/2fb00945.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 125 000 |  2000  |  50 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Дубна | 06.01.15
1005641959-5aa2a3 | http://is17.auto.ru/all/images/93/bf/60x45/93bf3efd.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 300 000 |  2012  |  36 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Борисоглебск | 06.01.15
1003216552-9b174 | http://is8.auto.ru/all/images/fd/28/60x45/fd28c470.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #000000 | 110 000 |  1995  |  95 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 06.01.15
1006314399-f5e647 | http://is11.auto.ru/all/images/36/a7/60x45/36a7a2ba.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 135 000 |  1997  |  121 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 06.01.15
1004435327-2cb4 | http://is8.auto.ru/all/images/99/6d/60x45/996d8a7b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 100 000 |  1996  |  70 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 06.01.15
1005236103-96222 | http://is3.auto.ru/all/images/e5/11/60x45/e51167f6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 310 000 |  2011  |  46 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 06.01.15
1006313217-4de8c | http://is2.auto.ru/all/images/ea/00/60x45/ea00decd.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 150 000 |  2004  |  115 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 06.01.15
