1006867571-6b7a | http://is11.auto.ru/all/images/af/da/60x45/afdabf7a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2005  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
44283858-fdcb | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.4 MT (80 л.с.)  | #000000 | 320 000 |  2009  |  120 000 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Вышний Волочек | 10.01.15
1006468569-bffd | http://is2.auto.ru/all/images/d3/fa/60x45/d3fac10c.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 350 000 |  2007  |  99 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Нижний Новгород | 10.01.15
1003912066-c202 | http://is8.auto.ru/all/images/cf/84/60x45/cf84fdd6.jpg |  Skoda Octavia II1.8 MT (160 л.с.)  | #000000 | 495 000 |  2008  |  70 000 км  |  1.8 MT (160 л.с.)лифтбек, бензин, передний  | Ростов-на-Дону | 09.01.15
1006471687-6bc7f5 | http://is5.auto.ru/all/images/da/39/60x45/da39f5fe.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 610 000 |  2010  |  100 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Курск | 09.01.15
1006114677-359e0 | http://is2.auto.ru/all/images/68/ad/60x45/68ad3033.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 685 000 |  2013  |  9 500 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006411003-eaae | http://is17.auto.ru/all/images/65/15/60x45/651533dc.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 410 000 |  2007  |  70 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006471057-095f46 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #FFFFFF | 580 000 |  2010  |  120 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006470899-03b012 | http://is2.auto.ru/all/images/04/f4/60x45/04f43158.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #FF0000 | 670 000 |  2012  |  20 500 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Калуга | 09.01.15
1006470391-5b8d0 | http://is7.auto.ru/all/images/51/dc/60x45/51dc7628.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #34ba2b | 335 000 |  2006  |  75 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Киров | 09.01.15
1005917621-4810 | http://is6.auto.ru/all/images/ba/0a/60x45/ba0ac426.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #FFFFFF | 750 000 |  2013  |  6 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 09.01.15
40681808-b37871 | http://is5.auto.ru/all/images/dc/dd/60x45/dcdd1bf9.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 665 000 |  2012  |  68 790 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1003961276-2669d | http://is14.auto.ru/all/images/d3/62/60x45/d3628e59.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #FFFFFF | 699 000 |  2012  |  39 784 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
39981600-66f5 | http://is3.auto.ru/all/images/88/3c/60x45/883c5945.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #FFFFFF | 995 000 |  2012  |  54 557 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1004703711-0a459 | http://is9.auto.ru/all/images/08/99/60x45/08998e91.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 343 440 |  2006  |  149 759 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 09.01.15
1006466963-d8ac7 | http://is6.auto.ru/all/images/27/76/60x45/2776658d.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 570 000 |  2010  |  120 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Ульяновск | 09.01.15
44681880-b599 | http://is7.auto.ru/all/images/c6/3f/60x45/c63faf24.jpg |  Skoda Octavia I1.8 MT (150 л.с.)  | #CACECB | 300 000 |  1999  |  276 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Орел | 09.01.15
1006465819-41f954 | http://is17.auto.ru/all/images/21/be/60x45/21be4d37.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 800 000 |  2011  |  82 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Севастополь | 09.01.15
1006462265-8b4dcf | http://is3.auto.ru/all/images/f6/95/60x45/f695f100.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 315 000 |  2008  |  170 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006462683-ced365 | http://is1.auto.ru/all/images/ff/d5/60x45/ffd5bc3a.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 590 000 |  2011  |  76 356 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1004492503-86fad | http://is3.auto.ru/all/images/4d/fe/60x45/4dfe70f9.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 375 000 |  2001  |  212 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Тула | 09.01.15
1006461135-0fca0 | http://is10.auto.ru/all/images/d8/ab/60x45/d8ab0eaf.jpg |  Skoda Octavia I1.6 MT (75 л.с.)  | #0000FF | 210 000 |  1998  |  160 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Тула | 09.01.15
1005804969-1c0a | http://is11.auto.ru/all/images/9b/8f/60x45/9b8f33a3.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 305 000 |  2008  |  112 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Тверь | 09.01.15
1003837372-6a992 | http://is3.auto.ru/all/images/f6/ec/60x45/f6ec2138.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 517 000 |  2009  |  138 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Брянск | 09.01.15
1006461247-ab7e | http://is3.auto.ru/all/images/2d/03/60x45/2d036f0d.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 395 000 |  2007  |  124 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Брянск | 09.01.15
46773268-45b41 | http://is3.auto.ru/all/images/80/67/60x45/80677b94.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #FFFFFF | 949 900 |  2013  |  76 888 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Рязань | 09.01.15
1006460617-0e78 | http://is15.auto.ru/all/images/cb/65/60x45/cb6546d6.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 400 000 |  2007  |  110 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006155471-dc0c3 | http://is14.auto.ru/all/images/50/94/60x45/50941147.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #ffefd5 | 910 000 |  2011  |  23 285 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1004642893-a6e53d | http://is5.auto.ru/all/images/04/d0/60x45/04d09b6f.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #ffefd5 | 506 000 |  2009  |  103 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Брянск | 09.01.15
1006461061-c29732 | http://is16.auto.ru/all/images/69/b6/60x45/69b642df.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 705 000 |  2011  |  103 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006460321-5ce71 | http://is6.auto.ru/all/images/79/5c/60x45/795c3844.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 300 000 |  2006  |  260 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Калуга | 09.01.15
45615064-792ade | http://is8.auto.ru/all/images/0a/73/60x45/0a738a83.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 710 000 |  2011  |  113 100 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1004706191-582f | http://is17.auto.ru/all/images/ae/2e/60x45/ae2e4fb9.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #000000 | 529 000 |  2009  |  170 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1006459867-fe5476 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 600 000 |  2010  |  120 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 09.01.15
1005641685-e8060 | http://is18.auto.ru/all/images/a3/45/60x45/a3456faa.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 540 000 |  2012  |  105 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Екатеринбург | 09.01.15
1006420929-c6fcc9 | http://is3.auto.ru/all/images/41/18/60x45/4118cf36.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #ffefd5 | 990 000 |  2012  |  41 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 09.01.15
1002475179-08974 | http://is15.auto.ru/all/images/b2/c7/60x45/b2c7c50d.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 393 000 |  2008  |  78 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Дубна | 09.01.15
1006419201-c161 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #926547 | 600 000 |  2010  |  72 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Старый Оскол | 08.01.15
1005735175-e7d604 | http://is7.auto.ru/all/images/f6/a2/60x45/f6a29ade.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 999 999 |  2012  |  55 600 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 08.01.15
1004556503-10af0 | http://is18.auto.ru/all/images/78/04/60x45/780410d6.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 680 000 |  2012  |  42 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Ярославль | 08.01.15
1006416903-130f7 | http://is15.auto.ru/all/images/f6/71/60x45/f6717e98.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #000000 | 250 000 |  2001  |  110 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Ефремов | 08.01.15
1006416653-6d7b | http://is13.auto.ru/all/images/bc/41/60x45/bc41c7fb.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 680 000 |  2012  |  58 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Сыктывкар | 08.01.15
1006416241-86c90 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia III1.8 AT (180 л.с.)  | #FFFFFF | 1 100 000 |  2014  |  6 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 08.01.15
1006416741-7f2d7 | http://is16.auto.ru/all/images/20/49/60x45/2049070d.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #926547 | 880 000 |  2013  |  40 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 08.01.15
1006210619-0a46bd | http://is17.auto.ru/all/images/cd/a6/60x45/cda621fd.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 250 000 |  2001  |  210 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Киров | 08.01.15
1006415633-4049 | http://is10.auto.ru/all/images/53/44/60x45/53446107.jpg |  Skoda Octavia I1.6 MT (101 л.с.)  | #0000FF | 185 000 |  1998  |  253 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Шарья | 08.01.15
1003201366-5d86a3 | http://is2.auto.ru/all/images/00/03/60x45/000339c4.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #FFFFFF | 820 000 |  2013  |  30 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 08.01.15
1003836118-d79685 | http://is18.auto.ru/all/images/b9/11/60x45/b9111c0a.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #FFFFFF | 600 000 |  2010  |  80 000 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Воронеж | 08.01.15
1001377021-bb54d | http://is8.auto.ru/all/images/a7/f0/60x45/a7f0b65e.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 280 000 |  2003  |  150 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Тверь | 08.01.15
1003076856-23028 | http://is12.auto.ru/all/images/e7/76/60x45/e776ca9c.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 550 000 |  2012  |  71 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 08.01.15
1006359117-d6d9f | http://is13.auto.ru/all/images/01/83/60x45/0183b58a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 240 000 |  2001  |  230 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Ростов-на-Дону | 08.01.15
44523328-59f2 | http://is7.auto.ru/all/images/ae/0c/60x45/ae0c590e.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 550 000 |  2009  |  75 500 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 08.01.15
1006368735-902af | http://is3.auto.ru/all/images/ac/22/60x45/ac22b37c.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 395 000 |  2008  |  133 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Махачкала | 07.01.15
1003831876-688081 | http://is3.auto.ru/all/images/50/e8/60x45/50e845f2.jpg |  Skoda Octavia I Рестайлинг2.0 MT (115 л.с.)  | #CACECB | 305 000 |  2001  |  155 000 км  |  2.0 MT (115 л.с.)лифтбек, бензин, передний  | Краснодар | 07.01.15
1006363981-f51cc | http://is8.auto.ru/all/images/ed/0d/60x45/ed0d8f77.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 700 000 |  2010  |  70 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 07.01.15
1006367855-d195f2 | http://is11.auto.ru/all/images/47/53/60x45/4753126c.jpg |  Skoda Octavia II Рестайлинг1.4 MT (80 л.с.)  | #000000 | 480 000 |  2011  |  70 000 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Екатеринбург | 07.01.15
1006367799-1a9fae | http://is11.auto.ru/all/images/a7/3c/60x45/a73cb828.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 540 000 |  2011  |  68 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Серпухов | 07.01.15
1006367759-711406 | http://is11.auto.ru/all/images/64/45/60x45/64455a7b.jpg |  Skoda Octavia I1.6 MT (101 л.с.)  | #CACECB | 250 000 |  2000  |  185 000 км  |  1.6 MT (101 л.с.)лифтбек, бензин, передний  | Калуга | 07.01.15
1006367157-efc543 | http://is12.auto.ru/all/images/dd/60/60x45/dd60ef3e.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 750 000 |  2013  |  19 800 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Белгород | 07.01.15
1005586413-9af9 | http://is6.auto.ru/all/images/79/2b/60x45/792b330c.jpg |  Skoda Octavia I1.6 MT (75 л.с.)  | #34ba2b | 155 000 |  1998  |  225 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Кострома | 07.01.15
1006366315-fd54a7 | http://is13.auto.ru/all/images/1f/df/60x45/1fdf516f.jpg |  Skoda Octavia I Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 230 000 |  2001  |  300 000 км  |  1.6 AT (102 л.с.)универсал, бензин, передний  | Тюмень | 07.01.15
1004773433-92e11 | http://is9.auto.ru/all/images/48/57/60x45/4857c5f1.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 595 000 |  2009  |  90 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Серпухов | 07.01.15
1006020531-819b0f | http://is18.auto.ru/all/images/2a/ef/60x45/2aef6415.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #0088ff | 580 000 |  2008  |  117 492 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 07.01.15
1005650869-6618 | http://is17.auto.ru/all/images/40/47/60x45/40470fdb.jpg |  Skoda Octavia I1.8 MT (125 л.с.)  | #CACECB | 180 000 |  1998  |  190 000 км  |  1.8 MT (125 л.с.)лифтбек, бензин, передний  | Москва | 07.01.15
1006364597-ab4ece | http://is13.auto.ru/all/images/6a/53/60x45/6a5353ef.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 380 000 |  2008  |  150 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 07.01.15
1006067701-cf4998 | http://is2.auto.ru/all/images/10/b0/60x45/10b0bb97.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #000000 | 449 000 |  2008  |  156 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 07.01.15
1006364337-8a425f | http://is1.auto.ru/all/images/02/2d/60x45/022d26c0.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #CACECB | 300 000 |  2002  |  279 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Воскресенск | 07.01.15
1002553891-937702 | http://is9.auto.ru/all/images/9f/bb/60x45/9fbbdba4.jpg |  Skoda Octavia II Scout2.0d MT (140 л.с.) 4WD  | #CACECB | 695 000 |  2008  |  127 000 км  |  2.0d MT (140 л.с.) 4WDуниверсал, дизель, полный  | Владимир | 07.01.15
1004092969-19fdd7 | http://is16.auto.ru/all/images/c8/6b/60x45/c86b1f67.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #34ba2b | 270 000 |  2002  |  201 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Рыбинск | 07.01.15
1006266577-83464 | http://is7.auto.ru/all/images/ef/07/60x45/ef07bdf4.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 285 000 |  2003  |  187 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Ступино | 07.01.15
45980716-ef7cf | http://is2.auto.ru/all/images/61/5c/60x45/615c97e5.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #000000 | 670 000 |  2010  |  50 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Тула | 07.01.15
1006362343-27d96 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 390 000 |  2007  |  92 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Екатеринбург | 07.01.15
1006360519-5bc25 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #9c9999 | 760 000 |  2013  |  30 000 км  |  1.4 MT (122 л.с.)универсал, бензин, передний  | Екатеринбург | 07.01.15
1006359109-6431 | http://is2.auto.ru/all/images/83/86/60x45/8386cc65.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 650 000 |  2012  |  91 600 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Чебоксары | 07.01.15
1006318605-5634 | http://is18.auto.ru/all/images/ee/3c/60x45/ee3c0eba.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #34ba2b | 470 000 |  2008  |  93 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Чебоксары | 07.01.15
1006317739-58f3 | http://is3.auto.ru/all/images/8c/b2/60x45/8cb22c9c.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #0000FF | 990 000 |  2014  |  4 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Новомосковск | 06.01.15
1006111073-0ddd7 | http://is7.auto.ru/all/images/57/52/60x45/5752a9a2.jpg |  Skoda Octavia III1.4 MT (140 л.с.)  | #FFCC00 | 1 130 000 |  2014  |  5 000 км  |  1.4 MT (140 л.с.)лифтбек, бензин, передний  | Богородицк | 06.01.15
1004565379-9127 | http://is8.auto.ru/all/images/7a/af/60x45/7aaf1649.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 310 000 |  2003  |  206 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Лиски | 06.01.15
1006316481-ed64f1 | http://is16.auto.ru/all/images/a9/2c/60x45/a92c8ca1.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 605 000 |  2011  |  52 089 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Мурманск | 06.01.15
1006215867-b679d | http://is16.auto.ru/all/images/66/d3/60x45/66d37b42.jpg |  Skoda Octavia I1.6 MT (75 л.с.)  | #0000FF | 255 000 |  1999  |  151 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Брянск | 06.01.15
1006307773-788eaa | http://is11.auto.ru/all/images/65/25/60x45/6525d088.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #000000 | 730 000 |  2011  |  56 000 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Великие Луки | 06.01.15
1006066709-ef9ae9 | http://is5.auto.ru/all/images/2a/13/60x45/2a137b01.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 280 000 |  2006  |  170 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 06.01.15
1005867843-78f57 | http://is4.auto.ru/all/images/0b/22/60x45/0b222d26.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 640 000 |  2010  |  42 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Архангельск | 06.01.15
1006313005-12630 | http://is4.auto.ru/all/images/44/85/60x45/4485b6c1.jpg |  Skoda Octavia III1.8 MT (180 л.с.)  | #FFFFFF | 1 050 000 |  2014  |  6 100 км  |  1.8 MT (180 л.с.)лифтбек, бензин, передний  | Узловая | 06.01.15
1006312423-01d367 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0088ff | 345 000 |  2007  |  125 000 км  |  1.4 MT (75 л.с.)универсал, бензин, передний  | Смоленск | 06.01.15
1006157469-05dcb1 | http://is13.auto.ru/all/images/8b/d3/60x45/8bd30085.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 700 000 |  2013  |  41 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Раменское | 06.01.15
1006307317-92d4 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia III1.8 AT (180 л.с.)  | #0000FF | 1 060 000 |  2014  |  4 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Тула | 06.01.15
1004077786-f467 | http://is6.auto.ru/all/images/36/84/60x45/36848e92.jpg |  Skoda Octavia II1.6 MT (115 л.с.)  | #0000FF | 335 000 |  2007  |  120 000 км  |  1.6 MT (115 л.с.)лифтбек, бензин, передний  | Новомосковск | 06.01.15
1006311261-998d | http://is16.auto.ru/all/images/97/07/60x45/9707c293.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 373 000 |  2009  |  85 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Ярославль | 06.01.15
1004336597-04d5 | http://is15.auto.ru/all/images/e6/57/60x45/e657a1af.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #9c9999 | 560 000 |  2008  |  72 029 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Зеленоград | 06.01.15
1004761061-33e973 | http://is1.auto.ru/all/images/80/8b/60x45/808b9e11.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 373 000 |  2009  |  85 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Кострома | 06.01.15
1006308967-342b | http://is2.auto.ru/all/images/8d/8f/60x45/8d8fdd87.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 390 000 |  2007  |  136 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Оренбург | 06.01.15
1006308373-e8fd | http://is8.auto.ru/all/images/26/f3/60x45/26f3ef2c.jpg |  Skoda Octavia I Рестайлинг1.6 MT (75 л.с.)  | #0000FF | 250 000 |  2000  |  60 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Череповец | 06.01.15
1006307771-17ce | http://is11.auto.ru/all/images/35/17/60x45/35172a5a.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 600 000 |  2013  |  48 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Великий Новгород | 06.01.15
1006307659-c116a3 | http://is1.auto.ru/all/images/9c/f4/60x45/9cf4b6ee.jpg |  Skoda Octavia I Рестайлинг2.0 MT (115 л.с.)  | #9c9999 | 245 000 |  2001  |  170 000 км  |  2.0 MT (115 л.с.)лифтбек, бензин, передний  | Дзержинский | 06.01.15
1006267447-f85cc | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 700 000 |  2011  |  28 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Саратов | 06.01.15
1006293449-4d68f | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia III1.2 MT (105 л.с.)  | #FFFFFF | 707 000 |  2014  |  8 000 км  |  1.2 MT (105 л.с.)лифтбек, бензин, передний  | Ярославль | 06.01.15
37319542-df02 | http://is6.auto.ru/all/images/79/a3/60x45/79a34e31.jpg |  Skoda Octavia I1.6 MT (101 л.с.)  | #FF0000 | 220 000 |  1997  |  248 000 км  |  1.6 MT (101 л.с.)лифтбек, бензин, передний  | Курск | 05.01.15
1006266873-e21810 | http://is13.auto.ru/all/images/3b/2c/60x45/3b2c24fb.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 305 000 |  2008  |  158 930 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Тверь | 05.01.15
