1007256331-ecc78 | http://is15.auto.ru/all/images/51/b6/60x45/51b636f9.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2006  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1006519783-4f01 | http://is4.auto.ru/all/images/dc/11/60x45/dc1122ea.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #0000FF | 375 000 |  2007  |  92 600 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 10.01.15
1006519507-8a446e | http://is18.auto.ru/all/images/9e/f4/60x45/9ef43e46.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 420 000 |  2007  |  150 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Новочеркасск | 10.01.15
1006518673-87947c | http://is17.auto.ru/all/images/dd/7f/60x45/dd7fd94a.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 650 000 |  2010  |  79 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 10.01.15
1006461521-4231eb | http://is18.auto.ru/all/images/93/62/60x45/93623c30.jpg |  Honda Civic VII Рестайлинг1.6 AT (110 л.с.)  | #ffefd5 | 480 000 |  2004  |  167 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Севастополь | 10.01.15
1006512963-cf103 | http://is6.auto.ru/all/images/54/e3/60x45/54e36d74.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 549 000 |  2007  |  70 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 10.01.15
1002077819-267d12 | http://is18.auto.ru/all/images/9e/0b/60x45/9e0b90d5.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 610 000 |  2008  |  50 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Смоленск | 10.01.15
50118224-ce80f8 | http://is17.auto.ru/all/images/f1/64/60x45/f1644425.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #34ba2b | 210 000 |  1997  |  40 000 км  |  1.5 MT (115 л.с.)седан, бензин, передний  | Калуга | 10.01.15
1006511747-aed827 | http://is2.auto.ru/all/images/1c/55/60x45/1c551e2d.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #FFFFFF | 880 000 |  2012  |  78 000 км  |  1.8 AT (142 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1005183749-f32e | http://is8.auto.ru/all/images/ce/c8/60x45/cec89049.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 450 000 |  2007  |  130 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Орел | 10.01.15
1006510349-09430d | http://is17.auto.ru/all/images/7b/b5/60x45/7bb5b921.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 460 000 |  2007  |  120 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Белгород | 10.01.15
1006475761-840f | http://is15.auto.ru/all/images/3f/7d/60x45/3f7de00d.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 520 000 |  2008  |  145 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ростов-на-Дону | 10.01.15
1006419167-984d69 | http://is12.auto.ru/all/images/76/68/60x45/7668abae.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 500 000 |  2008  |  140 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Зеленоград | 10.01.15
1006472293-375c | http://is7.auto.ru/all/images/96/21/60x45/96217676.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 450 000 |  2007  |  160 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Астрахань | 10.01.15
1004168547-44d7f | http://is9.auto.ru/all/images/5a/96/60x45/5a969e03.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 480 000 |  2007  |  129 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Белгород | 09.01.15
1006470567-7a03 | http://is16.auto.ru/all/images/09/c4/60x45/09c4d1a8.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #FFFFFF | 880 000 |  2012  |  45 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Москва | 09.01.15
1006470157-4506d | http://is18.auto.ru/all/images/9a/02/60x45/9a02ecc7.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 817 500 |  2011  |  100 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Севастополь | 09.01.15
1004706243-4f24d | http://is4.auto.ru/all/images/ca/52/60x45/ca52daca.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #000000 | 230 000 |  1998  |  274 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
1006265709-d8ad | http://is6.auto.ru/all/images/d3/e2/60x45/d3e2a054.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #9c9999 | 485 000 |  2009  |  78 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
49680176-7079f7 | http://is18.auto.ru/all/images/33/b8/60x45/33b88949.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #9c9999 | 900 000 |  2012  |  18 200 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Москва | 09.01.15
1005109673-4a47 | http://is13.auto.ru/all/images/e3/5c/60x45/e35ce76b.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 435 000 |  2008  |  90 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Ярославль | 09.01.15
1006465067-9d46c | http://is3.auto.ru/all/images/ab/e3/60x45/abe3fc86.jpg |  Honda Civic V1.6 MT (125 л.с.)  | #0000FF | 100 000 |  1992  |  320 000 км  |  1.6 MT (125 л.с.)седан, бензин, передний  | Петрозаводск | 09.01.15
1004346449-d13a8c | http://is7.auto.ru/all/images/d3/74/60x45/d374a410.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #FFCC00 | 444 444 |  2008  |  74 200 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
1006464115-dd7b | http://is12.auto.ru/all/images/c5/06/60x45/c506df74.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #FFFFFF | 96 000 |  1992  |  242 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Санкт-Петербург | 09.01.15
1006463759-d3f74 | http://is10.auto.ru/all/images/c9/8c/60x45/c98c6ece.jpg |  Honda Civic VI1.6 MT (105 л.с.)  | #34ba2b | 160 000 |  1998  |  160 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 09.01.15
1006461713-3fd2 | http://is18.auto.ru/all/images/80/33/60x45/80332d28.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 440 000 |  2007  |  122 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Новороссийск | 09.01.15
1006261629-0d84 | http://is7.auto.ru/all/images/27/8a/60x45/278a2828.jpg |  Honda Civic VI1.5 AT (115 л.с.)  | #34ba2b | 135 000 Правый руль |  1998  |  220 000 км  |  1.5 AT (115 л.с.)седан, бензин, передний  | Москва | 09.01.15
1005106405-53c9d3 | http://is7.auto.ru/all/images/eb/67/60x45/eb6737db.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 560 000 |  2010  |  87 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Строитель | 09.01.15
1006430425-1cd1c | http://is12.auto.ru/all/images/a8/09/60x45/a809ad6a.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #34ba2b | 160 000 |  1999  |  260 000 км  |  1.5 MT (115 л.с.)хэтчбек, бензин, передний  | Ижевск | 09.01.15
1006420975-d8435 | http://is6.auto.ru/all/images/85/e1/60x45/85e1015c.jpg |  Honda Civic VI1.6 MT (116 л.с.)  | #9966CC | 98 000 |  1998  |  270 000 км  |  1.6 MT (116 л.с.)хэтчбек, бензин, передний  | Великий Новгород | 09.01.15
1004561823-05ab | http://is3.auto.ru/all/images/fb/87/60x45/fb8720c3.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 450 000 |  2006  |  90 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 09.01.15
1006420691-f2a797 | http://is13.auto.ru/all/images/8c/39/60x45/8c39607e.jpg |  Honda Civic VI1.6 MT (116 л.с.)  | #9966CC | 98 000 |  1998  |  270 000 км  |  1.6 MT (116 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1005046963-a2d5 | http://is1.auto.ru/all/images/cf/20/60x45/cf207055.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #FFFFFF | 480 000 |  2008  |  98 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Брянск | 08.01.15
1005028505-274dc | http://is8.auto.ru/all/images/b2/8d/60x45/b28d087c.jpg |  Honda Civic VIII1.5hyb CVT (95 л.с.)  | #000000 | 450 000 |  2008  |  130 000 км  |  1.5hyb CVT (95 л.с.)седан, гибрид, передний  | Санкт-Петербург | 08.01.15
1006418305-0c61fb | http://is16.auto.ru/all/images/ea/f6/60x45/eaf6f7c8.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 550 000 |  2008  |  140 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Воскресенск | 08.01.15
1006417763-bf3e8 | http://is9.auto.ru/all/images/f2/1f/60x45/f21f73c7.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 555 000 |  2009  |  107 800 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Клинцы | 08.01.15
1006416723-05496e | http://is14.auto.ru/all/images/f3/87/60x45/f3873c48.jpg |  Honda Civic VII1.7 CVT (130 л.с.)  | #FFFFFF | 240 000 Правый руль |  2001  |  190 000 км  |  1.7 CVT (130 л.с.)седан, бензин, передний  | Краснодар | 08.01.15
1006416663-5a927 | http://is11.auto.ru/all/images/a5/6a/60x45/a56a24fb.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #CACECB | 130 000 |  1996  |  263 000 км  |  1.5 MT (115 л.с.)седан, бензин, передний  | Нижний Новгород | 08.01.15
1006415735-72ce0 | http://is4.auto.ru/all/images/8e/03/60x45/8e035595.jpg |  Honda Civic V1.5 AT (90 л.с.)  | #34ba2b | 125 000 |  1997  |  209 000 км  |  1.5 AT (90 л.с.)хэтчбек, бензин, передний  | Раменское | 08.01.15
1006414507-fdf6 | http://is7.auto.ru/all/images/19/4b/60x45/194bccb4.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 530 000 |  2009  |  71 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 08.01.15
1005757523-6383 | http://is3.auto.ru/all/images/3c/a6/60x45/3ca6746d.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 580 000 |  2007  |  64 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 08.01.15
1006411397-1718 | http://is16.auto.ru/all/images/a2/77/60x45/a277d3ff.jpg |  Honda Civic VI1.5 AT (115 л.с.)  | #9c9999 | 160 000 |  1997  |  225 000 км  |  1.5 AT (115 л.с.)седан, бензин, передний  | Нижний Новгород | 08.01.15
1006411989-b0b7b7 | http://is16.auto.ru/all/images/3e/5f/60x45/3e5f6594.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 430 000 |  2006  |  102 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Чебоксары | 08.01.15
1006410091-ff580 | http://is17.auto.ru/all/images/b1/04/60x45/b10464f4.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 430 000 |  2006  |  89 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Тула | 08.01.15
1006369759-26733 | http://is4.auto.ru/all/images/66/6e/60x45/666ec4ab.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 550 000 |  2008  |  115 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 08.01.15
1006369583-8aaaf2 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 550 000 |  2008  |  115 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 08.01.15
1006204083-6a80 | http://is17.auto.ru/all/images/b8/37/60x45/b8377534.jpg |  Honda Civic VII Рестайлинг1.7 MT (125 л.с.)  | #FFFFFF | 250 000 |  2004  |  200 000 км  |  1.7 MT (125 л.с.)купе, бензин, передний  | Москва | 08.01.15
1006368403-aef5 | http://is3.auto.ru/all/images/29/4a/60x45/294aab2d.jpg |  Honda Civic VI1.4 MT (75 л.с.)  | #CACECB | 147 000 |  1996  |  307 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Киров | 07.01.15
47706396-a56c7 | http://is15.auto.ru/all/images/e0/a8/60x45/e0a842b5.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #9c9999 | 455 000 |  2008  |  150 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 07.01.15
1001887081-bc7e | http://is1.auto.ru/all/images/46/11/60x45/46110e52.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 495 000 |  2009  |  85 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Белгород | 07.01.15
1006155347-a94cf | http://is3.auto.ru/all/images/84/8b/60x45/848b2019.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 685 000 |  2009  |  110 145 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 07.01.15
1006365549-0b01fd | http://is4.auto.ru/all/images/c5/6f/60x45/c56f500c.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 550 000 |  2008  |  115 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 07.01.15
1006312169-7d9301 | http://is15.auto.ru/all/images/c4/01/60x45/c4010d74.jpg |  Honda Civic VII1.7 AT (125 л.с.)  | #0000FF | 170 000 |  2001  |  241 500 км  |  1.7 AT (125 л.с.)купе, бензин, передний  | Санкт-Петербург | 07.01.15
1006364173-0af99 | http://is2.auto.ru/all/images/e7/22/60x45/e7223c9b.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 430 000 |  2008  |  140 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Чебоксары | 07.01.15
1006361945-d97539 | http://is11.auto.ru/all/images/a8/a0/60x45/a8a01b21.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #CACECB | 420 000 |  2008  |  95 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 07.01.15
1006363085-fb53 | http://is17.auto.ru/all/images/77/6e/60x45/776ed86f.jpg |  Honda Civic VII Рестайлинг1.7 AT (125 л.с.)  | #9c9999 | 290 000 |  2004  |  200 000 км  |  1.7 AT (125 л.с.)седан, бензин, передний  | Муром | 07.01.15
1004776393-21e71 | http://is4.auto.ru/all/images/72/71/60x45/727176be.jpg |  Honda Civic VI1.6 MT (160 л.с.)  | #0000FF | 350 000 |  1997  |  150 000 км  |  1.6 MT (160 л.с.)седан, бензин, передний  | Москва | 07.01.15
1006360893-8c264 | http://is18.auto.ru/all/images/90/6d/60x45/906df503.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 530 000 |  2008  |  90 650 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Иваново | 07.01.15
50184808-20ee0 | http://is5.auto.ru/all/images/8c/c9/60x45/8cc9ae83.jpg |  Honda Civic VII1.6 MT (110 л.с.)  | #000000 | 270 000 |  2003  |  181 000 км  |  1.6 MT (110 л.с.)седан, бензин, передний  | Саранск | 07.01.15
1006316849-45ae7 | http://is1.auto.ru/all/images/58/61/60x45/5861d3e5.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 400 000 |  2008  |  135 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Семикаракорск | 06.01.15
1006315565-16f0d | http://is3.auto.ru/all/images/2b/40/60x45/2b40b4b4.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #000000 | 800 000 |  2009  |  61 500 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 06.01.15
1006315763-32607 | http://is13.auto.ru/all/images/3e/6e/60x45/3e6e4e42.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 460 000 |  2007  |  93 368 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Азов | 06.01.15
1003423732-a077 | http://is13.auto.ru/all/images/18/d4/60x45/18d46921.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #926547 | 450 000 |  2007  |  85 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Арзамас | 06.01.15
1006313575-d5228 | http://is5.auto.ru/all/images/82/be/60x45/82be915e.jpg |  Honda Civic IV1.5 MT (90 л.с.)  | #000000 | 90 000 Правый руль |  1989  |  99 999 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Томск | 06.01.15
1006313013-f53b | http://is17.auto.ru/all/images/90/e8/60x45/90e87565.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FFFFFF | 530 000 |  2008  |  107 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Курск | 06.01.15
1006312647-45b60 | http://is13.auto.ru/all/images/21/6d/60x45/216d685c.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 500 000 |  2008  |  98 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Челябинск | 06.01.15
4156360-d8c54 | http://is15.auto.ru/all/images/1d/8e/60x45/1d8e945e.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #CACECB | 410 000 |  2008  |  60 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Кострома | 06.01.15
1006307387-367ac3 | http://is15.auto.ru/all/images/44/58/60x45/4458ace2.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #CACECB | 195 000 |  2000  |  250 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Ярославль | 06.01.15
1006307753-01494d | http://is13.auto.ru/all/images/1c/5f/60x45/1c5ff682.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #CACECB | 110 000 |  1993  |  1 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Белгород | 06.01.15
1006289121-d4893a | http://is6.auto.ru/all/images/98/84/60x45/9884a807.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 530 000 |  2008  |  102 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Краснодар | 06.01.15
1003011282-681d3 | http://is4.auto.ru/all/images/fe/0c/60x45/fe0c4781.jpg |  Honda Civic V1.6 MT (160 л.с.)  | #9966CC | 360 000 |  1992  |  5 000 км  |  1.6 MT (160 л.с.)седан, бензин, передний  | Москва | 06.01.15
1006268257-f8dde | http://is17.auto.ru/all/images/27/49/60x45/27495e94.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #9c9999 | 530 000 |  2008  |  116 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ростов-на-Дону | 05.01.15
1000120841-bde062 | http://is11.auto.ru/all/images/d4/d2/60x45/d4d2b913.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #9c9999 | 580 000 |  2010  |  95 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Липецк | 05.01.15
1006265545-780f26 | http://is18.auto.ru/all/images/54/71/60x45/54719965.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 580 000 |  2009  |  88 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ейск | 05.01.15
1006265085-5a799 | http://is17.auto.ru/all/images/20/f5/60x45/20f546f2.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 425 000 |  2008  |  115 600 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Пермь | 05.01.15
1006211193-daf7 | http://is4.auto.ru/all/images/1f/d0/60x45/1fd073aa.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 480 000 |  2008  |  75 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Иваново | 05.01.15
1006263705-322798 | http://is3.auto.ru/all/images/58/af/60x45/58af36c6.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #9966CC | 165 000 |  1996  |  285 000 км  |  1.5 MT (115 л.с.)седан, бензин, передний  | Калуга | 05.01.15
1004899427-14b00f | http://is2.auto.ru/all/images/a2/a3/60x45/a2a352b5.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 450 000 |  2008  |  132 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Белгород | 05.01.15
41465120-72bc3 | http://is14.auto.ru/all/images/94/a9/60x45/94a92ebd.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #9c9999 | 550 000 |  2009  |  100 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Брянск | 05.01.15
1006259739-d085 | http://is5.auto.ru/all/images/c7/75/60x45/c7757963.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #0088ff | 420 000 |  2009  |  78 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Северодвинск | 05.01.15
1006259207-d20a4 | http://is18.auto.ru/all/images/74/03/60x45/74035152.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 670 000 |  2008  |  90 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 05.01.15
1002486533-5859b | http://is5.auto.ru/all/images/54/69/60x45/54691a0a.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0088ff | 470 000 |  2008  |  130 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Тула | 05.01.15
1003615392-0c34a3 | http://is9.auto.ru/all/images/2f/a9/60x45/2fa985e7.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #926547 | 499 999 |  2009  |  147 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 05.01.15
1006258983-105d | http://is13.auto.ru/all/images/40/ee/60x45/40ee3b8e.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 500 000 |  2008  |  88 450 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 05.01.15
1006257183-20f94a | /i/all7/img/no-photo-thumb.gif |  Honda Civic VI1.6 CVT (116 л.с.)  | #ffefd5 | 260 000 Правый руль |  2002  |  160 852 км  |  1.6 CVT (116 л.с.)хэтчбек, бензин, передний  | Верхнеуральск | 05.01.15
1001307504-b345ff | http://is10.auto.ru/all/images/ca/d9/60x45/cad90fdf.jpg |  Honda Civic VII1.6 AT (110 л.с.)  | #000000 | 335 000 |  2004  |  167 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Павловск | 05.01.15
1005650187-ab466a | http://is2.auto.ru/all/images/10/43/60x45/1043895a.jpg |  Honda Civic V1.3 MT (75 л.с.)  | #000000 | 125 000 |  1994  |  310 000 км  |  1.3 MT (75 л.с.)хэтчбек, бензин, передний  | Тверь | 04.01.15
1006213539-07735e | http://is6.auto.ru/all/images/1a/74/60x45/1a74e904.jpg |  Honda Civic VI1.4 MT (75 л.с.)  | #34ba2b | 150 000 |  1998  |  130 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Курчатов | 04.01.15
46043052-c8b7 | http://is5.auto.ru/all/images/ad/ba/60x45/adba7980.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 597 000 |  2007  |  75 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 04.01.15
1006209311-2fa29f | http://is9.auto.ru/all/images/79/61/60x45/796187de.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 480 000 |  2009  |  78 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 04.01.15
1006207143-762c0 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII Рестайлинг0.4hyb CVT (80 л.с.)  | #0000FF | 480 000 |  2008  |  120 000 км  |  0.4hyb CVT (80 л.с.)седан, гибрид, передний  | Миасс | 04.01.15
1006155665-70f816 | http://is2.auto.ru/all/images/f7/18/60x45/f71892ec.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #CACECB | 520 000 |  2007  |  115 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 04.01.15
1005855607-697d | http://is3.auto.ru/all/images/94/dc/60x45/94dcfc59.jpg |  Honda Civic VII1.7 MT (116 л.с.)  | #FFCC00 | 200 000 |  2001  |  137 000 км  |  1.7 MT (116 л.с.)седан, бензин, передний  | Санкт-Петербург | 04.01.15
1005858955-0a5e6 | http://is12.auto.ru/all/images/55/d9/60x45/55d9028b.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 365 000 |  2006  |  130 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Краснодар | 04.01.15
1006205799-f7fcc | http://is18.auto.ru/all/images/4c/92/60x45/4c9291aa.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 510 000 |  2008  |  92 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Краснодар | 04.01.15
47614236-7f74cd | http://is2.auto.ru/all/images/50/8c/60x45/508cca9d.jpg |  Honda Civic VI1.5 AT (115 л.с.)  | #CACECB | 189 000 Правый руль |  2001  |  189 000 км  |  1.5 AT (115 л.с.)хэтчбек, бензин, передний  | Темрюк | 04.01.15
1006203143-0cb98c | http://is14.auto.ru/all/images/0c/8d/60x45/0c8dfe0b.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 460 000 |  2008  |  90 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Златоуст | 04.01.15
29540030-12a37 | http://is5.auto.ru/all/images/cf/6b/60x45/cf6ba9b9.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #0000FF | 50 000 |  1992  |  230 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Тамбов | 04.01.15
1006154733-6eb00 | http://is3.auto.ru/all/images/74/79/60x45/7479ccd3.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #0088ff | 215 000 |  1998  |  175 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Истра | 03.01.15
1006162303-9270e | http://is4.auto.ru/all/images/c9/79/60x45/c97960ea.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0088ff | 375 000 |  2008  |  120 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 03.01.15
1006161229-2ac3 | http://is14.auto.ru/all/images/57/07/60x45/5707c65c.jpg |  Honda Civic VIII1.3 MT (83 л.с.)  | #0088ff | 420 000 |  2008  |  122 000 км  |  1.3 MT (83 л.с.)хэтчбек, бензин, передний  | Смоленск | 03.01.15
