48886618-4ddd | http://is3.auto.ru/all/images/5c/10/60x45/5c10dc0f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 555 |  2007  |  115 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1004965197-106a | http://is5.auto.ru/all/images/88/c7/60x45/88c775d6.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 350 000 |  2008  |  125 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Канаш | 11.01.15
1006572331-e702d1 | http://is2.auto.ru/all/images/6b/a3/60x45/6ba3cac0.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 370 000 |  2007  |  86 700 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
50325690-394fd | http://is12.auto.ru/all/images/32/ff/60x45/32ffb486.jpg |  Opel Astra G1.6 MT (75 л.с.)  | #34ba2b | 140 000 |  1998  |  300 000 км  |  1.6 MT (75 л.с.)универсал, бензин, передний  | Воронеж | 11.01.15
48888634-0b3328 | http://is18.auto.ru/all/images/82/ca/60x45/82ca80a4.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 370 000 |  2008  |  65 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
48333492-7735 | http://is17.auto.ru/all/images/99/95/60x45/999521da.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FF0000 | 400 000 |  2010  |  62 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Коломна | 11.01.15
1006571675-94a4 | http://is14.auto.ru/all/images/3c/87/60x45/3c87c2f2.jpg |  Opel Astra J1.3d MT (95 л.с.)  | #000000 | 732 480 |  2011  |  94 000 км  |  1.3d MT (95 л.с.)универсал, дизель, передний  | Брест | 11.01.15
39973000-b18c | http://is3.auto.ru/all/images/1c/bb/60x45/1cbb0ea2.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #FFCC00 | 290 000 |  2005  |  110 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Иваново | 11.01.15
1006571143-54408 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 500 000 |  2011  |  65 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Майкоп | 11.01.15
1006570461-efc9 | http://is9.auto.ru/all/images/3d/fe/60x45/3dfea9f8.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 640 000 |  2011  |  70 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Саранск | 11.01.15
1006211749-43c5 | http://is12.auto.ru/all/images/84/f8/60x45/84f8cd96.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 450 000 |  2010  |  76 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Москва | 11.01.15
1006366675-3ea0 | http://is8.auto.ru/all/images/cc/99/60x45/cc992545.jpg |  Opel Astra F1.6 MT (75 л.с.) C16NZ  | #FF0000 | 100 000 |  1992  |  320 000 км  |  1.6 MT (75 л.с.) C16NZхэтчбек, бензин, передний  | Кострома | 11.01.15
46902986-6d0dc4 | http://is7.auto.ru/all/images/7b/60/60x45/7b60a815.jpg |  Opel Astra J Рестайлинг1.4 MT (140 л.с.)  | #fde910 | 725 000 |  2011  |  94 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006570165-c158f1 | http://is7.auto.ru/all/images/e8/a0/60x45/e8a0ad24.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #9c9999 | 344 000 |  2005  |  110 000 км  |  1.6 AT (105 л.с.)универсал, бензин, передний  | Щелково | 11.01.15
1006570083-99ec37 | http://is17.auto.ru/all/images/39/6e/60x45/396e7ccf.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 450 000 |  2009  |  64 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Ачинск | 11.01.15
1006569129-366d1 | http://is2.auto.ru/all/images/9f/cc/60x45/9fcc5308.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #0000FF | 200 000 |  2001  |  192 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 11.01.15
1006471817-f901 | http://is16.auto.ru/all/images/91/02/60x45/9102fd3b.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 800 000 |  2012  |  55 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Краснодар | 11.01.15
44040198-fe020 | http://is6.auto.ru/all/images/b3/c2/60x45/b3c2fcf4.jpg |  Opel Astra G2.0d AT (82 л.с.)  | #000000 | 210 000 |  2000  |  250 000 км  |  2.0d AT (82 л.с.)седан, дизель, передний  | Коряжма | 11.01.15
1006311101-6f0dd | http://is2.auto.ru/all/images/30/71/60x45/3071f05d.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #FFFFFF | 685 000 |  2010  |  23 683 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006368223-5eaa4 | http://is12.auto.ru/all/images/35/02/60x45/3502605a.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 450 000 |  2007  |  127 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Старый Оскол | 11.01.15
1005693533-b19c | http://is18.auto.ru/all/images/4f/63/60x45/4f63bc99.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 618 000 |  2011  |  80 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Монино | 11.01.15
1004960667-550ea1 | http://is17.auto.ru/all/images/08/dd/60x45/08dd054e.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 718 800 |  2011  |  99 188 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 11.01.15
1006511879-19f8 | http://is13.auto.ru/all/images/70/d8/60x45/70d8ad55.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 400 000 |  2007  |  54 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Серпухов | 11.01.15
1006565967-e0df | http://is18.auto.ru/all/images/55/40/60x45/5540faa9.jpg |  Opel Astra G1.4 MT (90 л.с.)  | #0000FF | 100 000 |  2003  |  113 311 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Вельск | 11.01.15
1006566255-6a6a | http://is15.auto.ru/all/images/6a/ea/60x45/6aead98e.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 400 000 |  2007  |  53 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006565689-a210 | http://is11.auto.ru/all/images/1c/ea/60x45/1ceae64c.jpg |  Opel Astra F1.6 AT (100 л.с.)  | #34ba2b | 120 000 |  1997  |  278 км  |  1.6 AT (100 л.с.)универсал, бензин, передний  | Москва | 11.01.15
1006566087-45f30 | http://is9.auto.ru/all/images/6b/74/60x45/6b74e41b.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 850 000 |  2013  |  13 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 11.01.15
1006564113-c5fdf6 | http://is5.auto.ru/all/images/ac/aa/60x45/acaad661.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 550 000 |  2008  |  76 685 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1004336323-2bd78c | http://is9.auto.ru/all/images/ef/f8/60x45/eff87463.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #34ba2b | 249 000 |  2000  |  169 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006556889-0997db | http://is6.auto.ru/all/images/32/fd/60x45/32fd9539.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #000000 | 170 000 |  1998  |  347 763 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 11.01.15
1006401043-14187 | http://is4.auto.ru/all/images/73/f7/60x45/73f7f5a6.jpg |  Opel Astra J Рестайлинг1.6 AT (115 л.с.)  | #000000 | 800 000 |  2012  |  45 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
46046424-5407b0 | http://is5.auto.ru/all/images/4a/b2/60x45/4ab2944a.jpg |  Opel Astra H1.3d MT (90 л.с.)  | #CACECB | 360 000 |  2007  |  140 000 км  |  1.3d MT (90 л.с.)хэтчбек, дизель, передний  | Архангельск | 11.01.15
1004779833-2a12 | http://is3.auto.ru/all/images/3a/6d/60x45/3a6d0763.jpg |  Opel Astra J Рестайлинг1.8 MT (140 л.с.)  | #000000 | 695 000 |  2012  |  49 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 11.01.15
1004220383-2c51 | http://is10.auto.ru/all/images/1e/5e/60x45/1e5e7683.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 562 440 |  2007  |  70 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 11.01.15
1006524635-76281f | http://is8.auto.ru/all/images/f0/02/60x45/f0023485.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 400 000 |  2007  |  160 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Смоленск | 11.01.15
1006524593-60cef8 | http://is9.auto.ru/all/images/f0/cb/60x45/f0cb349b.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 480 000 |  2009  |  90 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Новочеркасск | 11.01.15
1006523999-d06f | /i/all7/img/no-photo-thumb.gif |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 650 000 |  2010  |  63 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Орехово-Зуево | 10.01.15
1006522393-4cbf6b | http://is12.auto.ru/all/images/f8/0c/60x45/f80c7ad6.jpg |  Opel Astra J1.4 MT (100 л.с.)  | #CACECB | 480 000 |  2011  |  33 000 км  |  1.4 MT (100 л.с.)хэтчбек, бензин, передний  | Тольятти | 10.01.15
1006523717-5215a | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 370 000 |  2008  |  48 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1002480801-347f82 | http://is10.auto.ru/all/images/3c/57/60x45/3c57caec.jpg |  Opel Astra H1.3d MT (90 л.с.)  | #FFFFFF | 300 000 |  2006  |  200 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Кантемировка | 10.01.15
1006523567-3ec3d9 | http://is12.auto.ru/all/images/92/a7/60x45/92a7f09f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 530 000 |  2008  |  116 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ставрополь | 10.01.15
1006420497-a1d545 | http://is6.auto.ru/all/images/0e/7e/60x45/0e7ed571.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 899 000 |  2013  |  23 000 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 10.01.15
49084922-9abf | http://is2.auto.ru/all/images/e0/fc/60x45/e0fc9a92.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 650 000 |  2010  |  65 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1006417711-e597 | http://is12.auto.ru/all/images/88/3e/60x45/883eb013.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 299 000 |  2007  |  100 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006522763-ab94 | http://is15.auto.ru/all/images/9f/f0/60x45/9ff0dd13.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #FF0000 | 560 000 |  2011  |  29 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Эртиль | 10.01.15
1006522649-1a76c | http://is7.auto.ru/all/images/de/1e/60x45/de1ef38f.jpg |  Opel Astra F1.6 MT (100 л.с.)  | #9c9999 | 95 000 |  1996  |  260 000 км  |  1.6 MT (100 л.с.)универсал, бензин, передний  | Балашов | 10.01.15
48334722-23ea3 | http://is5.auto.ru/all/images/1e/69/60x45/1e69ef48.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 717 000 |  2012  |  45 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Рязань | 10.01.15
1006521319-6012 | http://is17.auto.ru/all/images/1f/f1/60x45/1ff1c680.jpg |  Opel Astra J Рестайлинг1.4 MT (140 л.с.)  | #FF0000 | 760 000 |  2012  |  24 800 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Подольск | 10.01.15
1005975349-6f000 | http://is8.auto.ru/all/images/43/d1/60x45/43d1e846.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #ffefd5 | 750 000 |  2013  |  45 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006521727-fc68ee | http://is8.auto.ru/all/images/8c/48/60x45/8c48848d.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 360 000 |  2008  |  150 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Смоленск | 10.01.15
46401378-0964 | http://is15.auto.ru/all/images/6e/b8/60x45/6eb80cd5.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #9c9999 | 600 000 |  2011  |  60 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Киржач | 10.01.15
1006521537-7a30 | http://is2.auto.ru/all/images/df/9e/60x45/df9eaabb.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 835 000 |  2013  |  59 500 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Воронеж | 10.01.15
49401400-d26683 | http://is14.auto.ru/all/images/49/6e/60x45/496ee563.jpg |  Opel Astra J Рестайлинг1.4 MT (140 л.с.)  | #FF0000 | 759 000 |  2012  |  22 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Рязань | 10.01.15
47411156-f5dfc | http://is7.auto.ru/all/images/5c/92/60x45/5c9255e4.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 490 000 |  2009  |  53 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Тверь | 10.01.15
1006115257-dea1 | http://is17.auto.ru/all/images/73/16/60x45/73169739.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 730 000 |  2013  |  22 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Рязань | 10.01.15
1006520187-5fcc58 | http://is3.auto.ru/all/images/64/60/60x45/64608621.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 650 000 |  2012  |  48 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Георгиевск | 10.01.15
47279420-0bd5 | http://is2.auto.ru/all/images/8a/7b/60x45/8a7b7c51.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0088ff | 434 970 |  2008  |  103 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006519231-3e0d47 | http://is16.auto.ru/all/images/b6/09/60x45/b609adc1.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 530 000 |  2011  |  32 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Москва | 10.01.15
48890352-632fe8 | http://is10.auto.ru/all/images/53/b7/60x45/53b76ad4.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #CACECB | 250 000 |  2001  |  170 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Смоленск | 10.01.15
1006211427-b8253 | http://is5.auto.ru/all/images/56/33/60x45/56338c41.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #FFFFFF | 650 000 |  2012  |  58 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Воронеж | 10.01.15
1006208463-725ca | http://is5.auto.ru/all/images/f5/29/60x45/f529a3b9.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #FFFFFF | 650 000 |  2011  |  120 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1005757833-76ae | http://is11.auto.ru/all/images/62/2d/60x45/622d9359.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 654 000 |  2008  |  90 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006512003-3719c0 | http://is11.auto.ru/all/images/a3/31/60x45/a3312072.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #0000FF | 558 000 |  2012  |  65 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006517371-fa07 | http://is12.auto.ru/all/images/de/c0/60x45/dec01b73.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #926547 | 1 068 000 |  2014  |  2 002 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Москва | 10.01.15
1006154097-d0e408 | http://is8.auto.ru/all/images/ae/fc/60x45/aefca08e.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 495 900 |  2010  |  48 534 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Москва | 10.01.15
1006516503-58b1 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H1.3d MT (90 л.с.)  | #FF0000 | 520 000 |  2007  |  105 000 км  |  1.3d MT (90 л.с.)хэтчбек, дизель, передний  | Санкт-Петербург | 10.01.15
1002989088-ad719d | http://is9.auto.ru/all/images/e3/ee/60x45/e3ee936e.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #CACECB | 494 000 |  2012  |  42 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1006472525-be146c | http://is2.auto.ru/all/images/b5/78/60x45/b5787d22.jpg |  Opel Astra G1.6 MT (75 л.с.)  | #000000 | 215 000 |  2000  |  202 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Смоленск | 10.01.15
1006465875-87d63 | http://is15.auto.ru/all/images/2b/90/60x45/2b90c096.jpg |  Opel Astra J1.4 MT (140 л.с.)  | #9c9999 | 775 000 |  2012  |  98 995 км  |  1.4 MT (140 л.с.)универсал, бензин, передний  | Москва | 10.01.15
1006515409-fec07b | http://is4.auto.ru/all/images/a8/e2/60x45/a8e2efd8.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 450 000 |  2008  |  117 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1005184897-d16e | http://is17.auto.ru/all/images/f6/31/60x45/f6318a03.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 435 000 |  2008  |  142 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Ярославль | 10.01.15
1005455419-1dce | http://is18.auto.ru/all/images/fa/a1/60x45/faa1e3bc.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #000000 | 285 000 |  2006  |  96 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Тверь | 10.01.15
1006503461-98c95 | http://is8.auto.ru/all/images/10/b7/60x45/10b7042b.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #000000 | 665 000 |  2012  |  50 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1005805561-4e55d0 | http://is17.auto.ru/all/images/b8/8b/60x45/b88bf108.jpg |  Opel Astra J Рестайлинг2.0d AT (130 л.с.)  | #34ba2b | 1 100 000 |  2014  |  17 380 км  |  2.0d AT (130 л.с.)хэтчбек, дизель, передний  | Москва | 10.01.15
1006263745-654b | http://is16.auto.ru/all/images/bf/c1/60x45/bfc14cc5.jpg |  Opel Astra J Рестайлинг2.0d AT (130 л.с.)  | #000000 | 900 000 |  2013  |  35 000 км  |  2.0d AT (130 л.с.)хэтчбек, дизель, передний  | Кострома | 10.01.15
1006513573-19edf | http://is6.auto.ru/all/images/12/ce/60x45/12ce407e.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 510 000 |  2010  |  70 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Пенза | 10.01.15
1006512307-b114bb | http://is18.auto.ru/all/images/f8/09/60x45/f809db4a.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 549 000 |  2010  |  63 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Александров | 10.01.15
44527998-dc3c | http://is4.auto.ru/all/images/25/b3/60x45/25b3b7fe.jpg |  Opel Astra G1.6 MT (75 л.с.)  | #CACECB | 180 000 |  1999  |  232 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Кинешма | 10.01.15
1004229193-416cf | http://is7.auto.ru/all/images/ea/9a/60x45/ea9a53fc.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #000000 | 655 000 |  2011  |  75 000 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Краснодар | 10.01.15
1006511869-a9a6 | http://is1.auto.ru/all/images/9a/bc/60x45/9abcf341.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #ffefd5 | 360 000 |  2006  |  65 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Серпухов | 10.01.15
1006260655-4976a | http://is4.auto.ru/all/images/ab/56/60x45/ab565451.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 350 000 |  2008  |  200 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Обнинск | 10.01.15
1006511687-e570a2 | http://is7.auto.ru/all/images/2d/b5/60x45/2db53e8c.jpg |  Opel Astra H Рестайлинг2.0 MT (200 л.с.)  | #9c9999 | 380 000 |  2008  |  127 000 км  |  2.0 MT (200 л.с.)хэтчбек, бензин, передний  | Пермь | 10.01.15
1006511643-c871ce | http://is18.auto.ru/all/images/28/96/60x45/2896424e.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 850 000 |  2014  |  13 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Санкт-Петербург | 10.01.15
1005971285-0e2a | http://is14.auto.ru/all/images/a9/04/60x45/a9040a9f.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 1 175 000 |  2014  |  12 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1006311363-037a1 | http://is15.auto.ru/all/images/98/25/60x45/982581be.jpg |  Opel Astra J Рестайлинг1.6 MT (180 л.с.)  | #000000 | 750 000 |  2012  |  16 000 км  |  1.6 MT (180 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1001589405-42d7 | http://is2.auto.ru/all/images/8a/3f/60x45/8a3f7456.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #000000 | 650 000 |  2011  |  47 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Богучар | 10.01.15
1001070576-75294 | http://is3.auto.ru/all/images/0e/52/60x45/0e522855.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 770 000 |  2013  |  60 000 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Москва | 10.01.15
45053476-477b87 | http://is2.auto.ru/all/images/b7/4a/60x45/b74a7955.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 554 000 |  2010  |  67 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Кострома | 10.01.15
1006472545-261dbd | http://is7.auto.ru/all/images/45/82/60x45/45823ce3.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 340 000 |  2006  |  100 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Наро-Фоминск | 10.01.15
1006471875-cab69 | http://is11.auto.ru/all/images/fb/da/60x45/fbda67f2.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 700 000 |  2011  |  34 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1006471849-daee3 | http://is1.auto.ru/all/images/4e/77/60x45/4e77dffe.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 450 000 |  2011  |  74 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Ковров | 09.01.15
1006471789-6110 | http://is2.auto.ru/all/images/34/4e/60x45/344e59c6.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 420 000 |  2007  |  135 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
20877854-4e7aeb | http://is16.auto.ru/all/images/82/60/60x45/82607e70.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 650 000 |  2012  |  12 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Светлоград | 09.01.15
1005865345-b9f79b | http://is11.auto.ru/all/images/65/d0/60x45/65d0bb7c.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 390 000 |  2007  |  116 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Орехово-Зуево | 09.01.15
1005866839-56e6e3 | http://is6.auto.ru/all/images/f9/81/60x45/f98109e1.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #000000 | 575 000 |  2011  |  130 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Краснодар | 09.01.15
1006155103-704e5b | http://is18.auto.ru/all/images/31/90/60x45/319098f4.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 480 000 |  2009  |  21 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 09.01.15
1006470673-313ce | http://is2.auto.ru/all/images/cf/df/60x45/cfdfbd6e.jpg |  Opel Astra F1.6 MT (100 л.с.)  | #34ba2b | 120 000 |  1996  |  195 000 км  |  1.6 MT (100 л.с.)хэтчбек, бензин, передний  | Александров | 09.01.15
49536332-0d6d | http://is11.auto.ru/all/images/a8/dc/60x45/a8dc1dff.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 490 000 |  2009  |  51 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Пенза | 09.01.15
1006412909-2ebd2 | http://is2.auto.ru/all/images/c0/b4/60x45/c0b49bd4.jpg |  Opel Astra G1.8 MT (125 л.с.)  | #CACECB | 210 000 |  2002  |  237 000 км  |  1.8 MT (125 л.с.)хэтчбек, бензин, передний  | Мурманск | 09.01.15
1006469043-734d0b | http://is4.auto.ru/all/images/36/5e/60x45/365eab3a.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 510 000 |  2010  |  31 500 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Мурманск | 09.01.15
